ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
CC	GO:0000940	condensed chromosome outer kinetochore	4/143	14/19717	2.50974E-06	3.26266E-05	2.35563E-05	BUB1/BUB1B/CENPF/PLK1	4
CC	GO:0010369	chromocenter	4/143	14/19717	2.50974E-06	3.26266E-05	2.35563E-05	INCENP/AURKB/OIP5/CDCA8	4
CC	GO:0005871	kinesin complex	6/143	55/19717	2.83459E-06	3.53757E-05	2.55412E-05	KIF11/KIFC1/KIF23/KIF14/KIF20A/KIF2C	6
CC	GO:0000922	spindle pole	9/143	164/19717	3.14724E-06	3.77668E-05	2.72676E-05	CENPF/KIF11/PLK1/AURKB/DLGAP5/NUP62/CEP85/AUNIP/WDR62	9
CC	GO:0000778	condensed nuclear chromosome kinetochore	4/143	15/19717	3.4031E-06	3.93247E-05	2.83924E-05	BUB1/BUB1B/CENPA/PLK1	4
CC	GO:0005814	centriole	8/143	139/19717	7.95884E-06	8.86842E-05	6.40297E-05	CCNF/PLK1/RAN/STIL/PLK4/WRAP73/SASS6/WDR62	8
CC	GO:0044450	microtubule organizing center part	9/143	185/19717	8.40025E-06	9.03751E-05	6.52505E-05	CCNF/PLK1/RAN/STIL/PLK4/WRAP73/CEP85/SASS6/WDR62	9
CC	GO:0005657	replication fork	6/143	70/19717	1.17264E-05	0.000121954	8.80506E-05	MCM3/TONSL/XRCC2/TIMELESS/WDHD1/PIF1	6
CC	GO:0000792	heterochromatin	6/143	78/19717	2.19054E-05	0.000220467	0.000159177	CENPA/HELLS/INCENP/TRIM28/RRP1B/SIRT7	6
CC	GO:0005689	U12-type spliceosomal complex	4/143	27/19717	4.08916E-05	0.000398693	0.000287855	YBX1/SNRPD1/SNRPD3/SF3B3	4
CC	GO:0090543	Flemming body	4/143	28/19717	4.7439E-05	0.000448514	0.000323826	KIF23/KIF14/NUP62/RACGAP1	4
CC	GO:0071007	U2-type catalytic step 2 spliceosome	4/143	30/19717	6.27844E-05	0.000576139	0.000415971	SNRPD1/SNRPD3/BUD31/SNRNP40	4
CC	GO:0016607	nuclear speck	11/143	397/19717	0.000154236	0.0013749	0.000992674	IFI16/MAPT/POLR2D/SRSF2/SRSF3/SRSF5/SRSF7/SNRNP40/CPSF6/OIP5/TARDBP	11
CC	GO:0043596	nuclear replication fork	4/143	41/19717	0.000218095	0.001890157	0.001364688	MCM3/TONSL/TIMELESS/WDHD1	4
CC	GO:0005721	pericentric heterochromatin	3/143	20/19717	0.000389013	0.003197138	0.002308325	CENPA/HELLS/INCENP	3
CC	GO:0034399	nuclear periphery	6/143	131/19717	0.000389395	0.003197138	0.002308325	CAD/CENPF/LMNB1/MAPT/HNRNPM/VIM	6
CC	GO:0005684	U2-type spliceosomal complex	5/143	90/19717	0.000501361	0.004010889	0.002895851	SNRPD1/SNRPD3/BUD31/SNRNP40/SF3B3	5
CC	GO:0005682	U5 snRNP	3/143	22/19717	0.000519958	0.004055669	0.002928182	SNRPD1/SNRPD3/SNRNP40	3
CC	GO:0005635	nuclear envelope	11/143	464/19717	0.000579854	0.004412547	0.003185847	CENPF/RCC1/LMNB1/YBX1/RAN/TRA2B/NUP62/DTL/NDC1/CHMP4B/TUBB	11
CC	GO:0032154	cleavage furrow	4/143	55/19717	0.000679042	0.005044314	0.003641981	ECT2/KIF20A/PLK4/RACGAP1	4
CC	GO:0005876	spindle microtubule	4/143	59/19717	0.000886098	0.006429366	0.004641985	KIF11/PLK1/AURKB/NUSAP1	4
CC	GO:0032155	cell division site part	4/143	63/19717	0.001134067	0.008041566	0.005805989	ECT2/KIF20A/PLK4/RACGAP1	4
CC	GO:0016363	nuclear matrix	5/143	109/19717	0.001194215	0.008279888	0.005978057	CAD/CENPF/LMNB1/HNRNPM/VIM	5
CC	GO:0010494	cytoplasmic stress granule	4/143	66/19717	0.001349346	0.009152089	0.006607783	YBX1/G3BP1/TARDBP/RC3H1	4
CC	GO:0032153	cell division site	4/143	68/19717	0.001507774	0.01000905	0.007226507	ECT2/KIF20A/PLK4/RACGAP1	4
CC	GO:0018995	host	4/143	73/19717	0.001959701	0.012228537	0.008828971	KPNA2/RAN/NUP62/NDC1	4
CC	GO:0043657	host cell	4/143	73/19717	0.001959701	0.012228537	0.008828971	KPNA2/RAN/NUP62/NDC1	4
CC	GO:0090734	site of DNA damage	4/143	73/19717	0.001959701	0.012228537	0.008828971	RAD51/TIMELESS/RFWD3/AUNIP	4
CC	GO:0005720	nuclear heterochromatin	3/143	35/19717	0.002062765	0.012619265	0.009111076	CENPA/TRIM28/SIRT7	3
CC	GO:0044215	other organism	4/143	77/19717	0.002382822	0.013767414	0.009940036	KPNA2/RAN/NUP62/NDC1	4
CC	GO:0044216	other organism cell	4/143	77/19717	0.002382822	0.013767414	0.009940036	KPNA2/RAN/NUP62/NDC1	4
CC	GO:0044217	other organism part	4/143	77/19717	0.002382822	0.013767414	0.009940036	KPNA2/RAN/NUP62/NDC1	4
CC	GO:0000795	synaptonemal complex	3/143	40/19717	0.003032695	0.016896445	0.012199187	INCENP/PLK1/RAD51	3
CC	GO:0099086	synaptonemal structure	3/143	40/19717	0.003032695	0.016896445	0.012199187	INCENP/PLK1/RAD51	3
CC	GO:0034709	methylosome	2/143	12/19717	0.003287039	0.017992216	0.012990331	SNRPD1/SNRPD3	2
CC	GO:0000800	lateral element	2/143	13/19717	0.003866266	0.020445336	0.014761478	INCENP/RAD51	2
CC	GO:0005687	U4 snRNP	2/143	13/19717	0.003866266	0.020445336	0.014761478	SNRPD1/SNRPD3	2
CC	GO:0032300	mismatch repair complex	2/143	14/19717	0.00448927	0.023344204	0.016854453	MSH6/MSH2	2
CC	GO:0031616	spindle pole centrosome	2/143	15/19717	0.005155397	0.026368587	0.019038048	AURKB/DLGAP5	2
CC	GO:0071005	U2-type precatalytic spliceosome	3/143	50/19717	0.005707553	0.02872188	0.02073712	SNRPD1/SNRPD3/SF3B3	3
CC	GO:0031965	nuclear membrane	7/143	296/19717	0.005911272	0.029274873	0.021136379	RCC1/LMNB1/YBX1/TRA2B/NUP62/DTL/NDC1	7
CC	GO:0071011	precatalytic spliceosome	3/143	51/19717	0.006032474	0.029408309	0.02123272	SNRPD1/SNRPD3/SF3B3	3
CC	GO:0034719	SMN-Sm protein complex	2/143	18/19717	0.007406051	0.035549044	0.025666314	SNRPD1/SNRPD3	2
CC	GO:0035861	site of double-strand break	3/143	58/19717	0.008615648	0.040728516	0.029405879	RAD51/TIMELESS/RFWD3	3
CC	GO:0045171	intercellular bridge	3/143	59/19717	0.009029731	0.042048895	0.030359189	KIF23/KIF20A/CDCA8	3
CC	GO:0005925	focal adhesion	8/143	405/19717	0.00951126	0.0436399	0.03150789	CDC42/RAC1/VIM/IQGAP1/KIF23/G3BP1/NCSTN/CORO1C	8
CC	GO:0098562	cytoplasmic side of membrane	5/143	178/19717	0.009681435	0.043776922	0.03160682	IQGAP1/RACGAP1/PLEKHA4/LRRK2/CHMP4B	5
CC	GO:0005924	cell-substrate adherens junction	8/143	408/19717	0.009915429	0.044194485	0.031908299	CDC42/RAC1/VIM/IQGAP1/KIF23/G3BP1/NCSTN/CORO1C	8
CC	GO:0030055	cell-substrate junction	8/143	412/19717	0.010474071	0.046026903	0.0332313	CDC42/RAC1/VIM/IQGAP1/KIF23/G3BP1/NCSTN/CORO1C	8
CC	GO:0030687	preribosome, large subunit precursor	2/143	23/19717	0.011960344	0.051828157	0.03741979	RRP1B/MRTO4	2
CC	GO:0022624	proteasome accessory complex	2/143	24/19717	0.012986179	0.054752539	0.039531185	PSMC6/PSME3	2
CC	GO:0043601	nuclear replisome	2/143	24/19717	0.012986179	0.054752539	0.039531185	MCM3/TONSL	2
CC	GO:0030894	replisome	2/143	26/19717	0.015148079	0.063016009	0.045497389	MCM3/TONSL	2
CC	GO:0005686	U2 snRNP	2/143	27/19717	0.016282987	0.066845946	0.048262592	SNRPD1/SNRPD3	2
CC	GO:0000932	P-body	3/143	84/19717	0.02322876	0.09412173	0.067955635	POLR2D/YTHDF2/RC3H1	3
MF	GO:0008094	DNA-dependent ATPase activity	11/142	69/17697	7.35291E-12	1.37564E-09	1.14963E-09	DHX9/MSH6/MCM2/MCM5/MCM6/MSH2/RAD51/XRCC2/RAD54L/ERCC6L/PIF1	11
MF	GO:0003688	DNA replication origin binding	8/142	24/17697	9.29484E-12	1.37564E-09	1.14963E-09	DHX9/MCM2/MCM3/MCM4/MCM5/MCM6/ORC1/ORC6	8
MF	GO:0003697	single-stranded DNA binding	12/142	113/17697	1.10108E-10	1.0864E-08	9.07909E-09	DHX9/MAPT/MCM2/MCM3/MCM4/MCM5/MCM6/MSH2/YBX1/POLR2D/RAD51/TDP1	12
MF	GO:0003678	DNA helicase activity	10/142	81/17697	9.29192E-10	6.87602E-08	5.74632E-08	DHX9/MCM2/MCM3/MCM4/MCM5/MCM6/RAD51/G3BP1/ERCC6L/PIF1	10
MF	GO:0140097	catalytic activity, acting on DNA	14/142	213/17697	1.8044E-09	9.05936E-08	7.57095E-08	DHX9/MCM2/MCM3/MCM4/MCM5/MCM6/RAD51/UNG/RAD54L/EXO1/G3BP1/ERCC6L/TDP1/PIF1	14
MF	GO:0016887	ATPase activity	18/142	384/17697	1.83636E-09	9.05936E-08	7.57095E-08	DHX9/MSH6/KIF11/KIFC1/MCM2/MCM5/MCM6/MSH2/PSMC6/RAD51/XRCC2/RAD54L/KIF23/KIF14/KIF20A/KIF2C/ERCC6L/PIF1	18
MF	GO:0004386	helicase activity	12/142	163/17697	7.68611E-09	2.7892E-07	2.33095E-07	DHX9/HELLS/MCM2/MCM3/MCM4/MCM5/MCM6/RAD51/RAD54L/G3BP1/ERCC6L/PIF1	12
MF	GO:0017116	single-stranded DNA-dependent ATP-dependent DNA helicase activity	6/142	20/17697	8.48069E-09	2.7892E-07	2.33095E-07	DHX9/MCM2/MCM5/MCM6/RAD51/PIF1	6
MF	GO:0043142	single-stranded DNA-dependent ATPase activity	6/142	20/17697	8.48069E-09	2.7892E-07	2.33095E-07	DHX9/MCM2/MCM5/MCM6/RAD51/PIF1	6
MF	GO:0004003	ATP-dependent DNA helicase activity	6/142	21/17697	1.17948E-08	2.90939E-07	2.43139E-07	DHX9/MCM2/MCM5/MCM6/RAD51/PIF1	6
MF	GO:0008026	ATP-dependent helicase activity	6/142	21/17697	1.17948E-08	2.90939E-07	2.43139E-07	DHX9/MCM2/MCM5/MCM6/RAD51/PIF1	6
MF	GO:0070035	purine NTP-dependent helicase activity	6/142	21/17697	1.17948E-08	2.90939E-07	2.43139E-07	DHX9/MCM2/MCM5/MCM6/RAD51/PIF1	6
MF	GO:0042623	ATPase activity, coupled	13/142	284/17697	4.89063E-07	1.11356E-05	9.30605E-06	DHX9/MSH6/KIF11/MCM2/MCM5/MCM6/MSH2/RAD51/XRCC2/RAD54L/KIF14/ERCC6L/PIF1	13
MF	GO:0008017	microtubule binding	12/142	246/17697	7.02518E-07	1.48532E-05	1.24129E-05	KIF11/KIFC1/MAPT/PLK1/RP1/KIF23/KIF14/KIF20A/KIF2C/RACGAP1/NUSAP1/LRRK2	12
MF	GO:0003727	single-stranded RNA binding	8/142	95/17697	9.51696E-07	1.87801E-05	1.56946E-05	DHX9/HNRNPH1/ILF3/EXOSC10/POLR2D/PTBP1/TARDBP/DAZAP1	8
MF	GO:0015631	tubulin binding	12/142	336/17697	1.72611E-05	0.000303328	0.000253492	KIF11/KIFC1/MAPT/PLK1/RP1/KIF23/KIF14/KIF20A/KIF2C/RACGAP1/NUSAP1/LRRK2	12
MF	GO:0043138	3'-5' DNA helicase activity	4/142	20/17697	1.74209E-05	0.000303328	0.000253492	DHX9/MCM2/MCM5/MCM6	4
MF	GO:0003777	microtubule motor activity	6/142	84/17697	5.8361E-05	0.000959715	0.000802038	KIF11/KIFC1/KIF23/KIF14/KIF20A/KIF2C	6
MF	GO:0003730	mRNA 3'-UTR binding	6/142	91/17697	9.14081E-05	0.001424041	0.001190077	ILF3/HNRNPR/TARDBP/SERBP1/DAZAP1/RC3H1	6
MF	GO:0000400	four-way junction DNA binding	3/142	16/17697	0.000262365	0.003883005	0.003245044	MSH6/MSH2/XRCC2	3
MF	GO:0035613	RNA stem-loop binding	3/142	18/17697	0.000377833	0.005325651	0.004450668	DHX9/DAZAP1/RC3H1	3
MF	GO:0003774	motor activity	6/142	136/17697	0.000802918	0.010802901	0.009028029	KIF11/KIFC1/KIF23/KIF14/KIF20A/KIF2C	6
MF	GO:0000217	DNA secondary structure binding	3/142	24/17697	0.000904729	0.011643467	0.009730494	MSH6/MSH2/XRCC2	3
MF	GO:0042393	histone binding	7/142	197/17697	0.001068211	0.013174604	0.011010071	RCC1/MSH6/MCM2/NASP/TONSL/BRD7/HJURP	7
MF	GO:0036002	pre-mRNA binding	4/142	63/17697	0.001640041	0.019418083	0.016227772	HNRNPL/PTBP1/SRSF2/TRA2B	4
MF	GO:0003684	damaged DNA binding	4/142	65/17697	0.001841212	0.020961487	0.017517601	MSH6/MSH2/UNG/AUNIP	4
MF	GO:0008187	poly-pyrimidine tract binding	3/142	33/17697	0.00231362	0.025364131	0.021196909	HNRNPH1/PTBP1/DAZAP1	3
MF	GO:0032356	oxidized DNA binding	2/142	10/17697	0.002758107	0.029157133	0.024366736	MSH6/MSH2	2
MF	GO:0003725	double-stranded RNA binding	4/142	75/17697	0.003107779	0.031720782	0.026509188	DHX9/ILF3/VIM/RC3H1	4
MF	GO:0031996	thioesterase binding	2/142	11/17697	0.003353328	0.032018873	0.026758304	CDC42/RAC1	2
MF	GO:0032404	mismatch repair complex binding	2/142	11/17697	0.003353328	0.032018873	0.026758304	MSH6/MSH2	2
MF	GO:1990825	sequence-specific mRNA binding	2/142	12/17697	0.004002888	0.037026712	0.030943376	DHX9/SRSF3	2
MF	GO:0043021	ribonucleoprotein complex binding	5/142	133/17697	0.004384005	0.039323201	0.032862561	DHX9/SNRPD1/SNRPD3/UNG/CPSF6	5
MF	GO:0004712	protein serine/threonine/tyrosine kinase activity	3/142	43/17697	0.004936559	0.042977103	0.035916142	TTK/AURKB/LRRK2	3
MF	GO:0030983	mismatched DNA binding	2/142	14/17697	0.005461445	0.046188216	0.038599683	MSH6/MSH2	2
MF	GO:0043274	phospholipase binding	2/142	16/17697	0.007126722	0.058597493	0.048970167	LMNB1/SRSF3	2
MF	GO:0000287	magnesium ion binding	6/142	213/17697	0.007487608	0.059900864	0.050059399	MSH6/MSH2/PLK1/RAN/PIF1/LRRK2	6
MF	GO:0070182	DNA polymerase binding	2/142	19/17697	0.009997221	0.07587634	0.063410171	FANCD2/RAD51	2
MF	GO:0140223	general transcription initiation factor activity	2/142	19/17697	0.009997221	0.07587634	0.063410171	GTF3C2/TAF5	2
MF	GO:0070034	telomerase RNA binding	2/142	22/17697	0.013294832	0.098381757	0.08221804	EXOSC10/SNRPD3	2
